,product_id,fit,sustainable,product_name,product_price,color_name,style_id,color_id,scrapy_datetime,size_number,size_model,cotton,polyester,elastane,elasterell
149,814631007,slim_fit,,freefit®_slim_jeans,30.99,dark_blue,814631,7,2021-10-09 11:57:22,,,0.9,0.0,0.02,0.08
150,814631012,slim_fit,,freefit®_slim_jeans,25.99,white,814631,12,2021-10-09 11:57:22,,,0.9,0.0,0.02,0.08
151,814631014,slim_fit,,freefit®_slim_jeans,19.99,gray,814631,14,2021-10-09 11:57:22,,,0.9,0.0,0.02,0.08
152,814631018,slim_fit,,freefit®_slim_jeans,49.99,dark_denim_blue,814631,18,2021-10-09 11:57:22,,,0.9,0.0,0.02,0.08
153,868115005,skinny_fit,,skinny_cropped_jeans,29.99,light_denim_blue,868115,5,2021-10-09 11:57:22,,,0.87,0.12,0.01,0.0
154,868115001,skinny_fit,,skinny_cropped_jeans,29.99,black,868115,1,2021-10-09 11:57:22,,,0.73,0.26,0.01,0.0
155,868115002,skinny_fit,,skinny_cropped_jeans,29.99,light_denim_blue,868115,2,2021-10-09 11:57:22,,,0.98,0.0,0.02,0.0
156,868115003,skinny_fit,,skinny_cropped_jeans,12.99,light_denim_blue,868115,3,2021-10-09 11:57:22,,,0.98,0.0,0.02,0.0
157,868115004,skinny_fit,,skinny_cropped_jeans,29.99,denim_blue,868115,4,2021-10-09 11:57:22,,,1.0,0.0,0.0,0.0
158,868115006,skinny_fit,,skinny_cropped_jeans,29.99,white,868115,6,2021-10-09 11:57:22,,,1.0,0.0,0.0,0.0
159,868115007,skinny_fit,,skinny_cropped_jeans,29.99,light_blue,868115,7,2021-10-09 11:57:22,187,,0.89,0.1,0.01,0.0
160,636207019,slim_fit,,slim_jeans,19.99,pale_denim_blue,636207,19,2021-10-09 11:57:22,,,0.89,0.1,0.01,0.0
161,636207001,slim_fit,,slim_jeans,19.99,dark_denim_blue,636207,1,2021-10-09 11:57:22,,,0.89,0.1,0.01,0.0
162,636207004,slim_fit,,slim_jeans,10.99,denim_blue,636207,4,2021-10-09 11:57:22,,,0.88,0.1,0.02,0.0
163,636207005,slim_fit,,slim_jeans,11.99,gray,636207,5,2021-10-09 11:57:22,,,0.75,0.24,0.01,0.0
164,636207006,slim_fit,,slim_jeans,19.99,black,636207,6,2021-10-09 11:57:22,,,0.98,0.0,0.02,0.0
165,636207010,slim_fit,,slim_jeans,19.99,light_denim_blue,636207,10,2021-10-09 11:57:22,,,1.0,0.0,0.0,0.0
166,636207011,slim_fit,,slim_jeans,19.99,midnight_blue,636207,11,2021-10-09 11:57:22,,,0.89,0.1,0.01,0.0
167,636207014,slim_fit,,slim_jeans,19.99,dark_gray,636207,14,2021-10-09 11:57:22,,,0.99,0.0,0.01,0.0
168,636207015,slim_fit,,slim_jeans,19.99,denim_blue,636207,15,2021-10-09 11:57:22,,,1.0,0.0,0.0,0.0
169,636207017,slim_fit,,slim_jeans,19.99,white,636207,17,2021-10-09 11:57:22,,,1.0,0.0,0.0,0.0
170,811993007,regular_fit,,regular_jeans,29.99,light_denim_blue,811993,7,2021-10-09 11:57:22,,,0.98,0.0,0.02,0.0
171,811993001,regular_fit,,regular_jeans,12.99,black_washed_out,811993,1,2021-10-09 11:57:22,,,0.98,0.0,0.02,0.0
172,811993002,regular_fit,,regular_jeans,29.99,denim_blue,811993,2,2021-10-09 11:57:22,,,0.98,0.0,0.02,0.0
173,811993003,regular_fit,Recycled cotton 20%,regular_jeans,29.99,dark_denim_blue,811993,3,2021-10-09 11:57:22,,,0.98,0.0,0.02,0.0
174,811993006,regular_fit,,regular_jeans,14.99,graphite_gray,811993,6,2021-10-09 11:57:22,,,0.98,0.0,0.02,0.0
175,811993021,regular_fit,,regular_jeans,29.99,black,811993,21,2021-10-09 11:57:22,,,0.98,0.0,0.02,0.0
176,811993022,regular_fit,,regular_jeans,16.99,cream,811993,22,2021-10-09 11:57:22,,,0.99,0.0,0.01,0.0
177,811993024,regular_fit,,regular_jeans,29.99,denim_blue,811993,24,2021-10-09 11:57:22,,,1.0,0.0,0.0,0.0
178,811993025,regular_fit,,regular_jeans,15.99,light_blue,811993,25,2021-10-09 11:57:22,,,0.99,0.0,0.01,0.0
179,811993028,regular_fit,Recycled cotton 20%,regular_jeans,29.99,denim_blue,811993,28,2021-10-09 11:57:22,185,31/32,0.99,0.0,0.01,0.0
180,811993031,regular_fit,Recycled cotton 20%,regular_jeans,29.99,dark_denim_blue,811993,31,2021-10-09 11:57:22,,,0.99,0.0,0.01,0.0
181,811993034,regular_fit,,regular_jeans,29.99,pale_denim_blue,811993,34,2021-10-09 11:57:22,187,31/32,0.99,0.0,0.01,0.0
182,811993036,regular_fit,Recycled cotton 20%,regular_jeans,29.99,blue,811993,36,2021-10-09 11:57:22,183,31/32,0.99,0.0,0.01,0.0
183,811993037,regular_fit,Recycled cotton 20%,regular_jeans,29.99,dark_blue,811993,37,2021-10-09 11:57:22,182,31/32,0.99,0.0,0.01,0.0
184,993887002,regular_fit,Recycled cotton 20%,hybrid_regular_denim_joggers,39.99,denim_blue,993887,2,2021-10-09 11:57:22,189,32/32,0.77,0.21,0.02,0.0
185,993887001,regular_fit,Recycled cotton 20%,hybrid_regular_denim_joggers,39.99,denim_blue,993887,1,2021-10-09 11:57:22,,,0.77,0.21,0.02,0.0
186,993887004,regular_fit,Recycled cotton 20%,hybrid_regular_denim_joggers,39.99,black,993887,4,2021-10-09 11:57:22,,,0.79,0.2,0.01,0.0
